address,categories,city,keys,menus.amountMax,menus.amountMin,name,postalCode,priceRangeMin,priceRangeMax,province
2123 S Madison St,"Restaurant,Pizza Place",Muncie,us/in/muncie/2123smadisonst/572757474,11.99,11.99,Papa John's Pizza,47302,0,25,IN
1209 N Wells St,"Restaurant,Pizza Place",Chicago,us/il/chicago/1209nwellsst/209492430,11,11,The Happy Camper,60610,0,25,IL
40 N Market St,"Pizza,Restaurant,Pizza Place,Restaurants,Italian Restaurants",Charleston,us/sc/charleston/40nmarketst/-875498636,16,16,Pizzeria Di Giovanni,29401,0,25,SC
25101 N Lake Pleasant Pkwy,"Restaurant,Pizza Place",Peoria,us/az/peoria/25101nlakepleasantpkwy/572757474,20.99,20.99,Papa John's Pizza,85383,0,25,AZ
25101 N Lake Pleasant Pkwy,"Restaurant,Pizza Place",Peoria,us/az/peoria/25101nlakepleasantpkwy/572757474,12,12,Papa John's Pizza,85383,0,25,AZ
25101 N Lake Pleasant Pkwy,"Restaurant,Pizza Place",Peoria,us/az/peoria/25101nlakepleasantpkwy/572757474,21,21,Papa John's Pizza,85383,0,25,AZ
25101 N Lake Pleasant Pkwy,"Restaurant,Pizza Place",Peoria,us/az/peoria/25101nlakepleasantpkwy/572757474,12,12,Papa John's Pizza,85383,0,25,AZ
25101 N Lake Pleasant Pkwy,"Restaurant,Pizza Place",Peoria,us/az/peoria/25101nlakepleasantpkwy/572757474,21,21,Papa John's Pizza,85383,0,25,AZ
25101 N Lake Pleasant Pkwy,"Restaurant,Pizza Place",Peoria,us/az/peoria/25101nlakepleasantpkwy/572757474,20.99,20.99,Papa John's Pizza,85383,0,25,AZ
3306 Columbus St,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",Grove City,us/oh/grovecity/3306columbusst/-870391269,11.05,11.05,Tristano's Pizzeria,43123,0,25,OH
3306 Columbus St,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",Grove City,us/oh/grovecity/3306columbusst/-870391269,19.5,19.5,Tristano's Pizzeria,43123,0,25,OH
3306 Columbus St,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",Grove City,us/oh/grovecity/3306columbusst/-870391269,4.75,4.75,Tristano's Pizzeria,43123,0,25,OH
3306 Columbus St,"Pizza,Caterers,Pizza Place,Restaurants,Italian Restaurants",Grove City,us/oh/grovecity/3306columbusst/-870391269,11.05,11.05,Tristano's Pizzeria,43123,0,25,OH
3045 Columbia Blvd,Pizza Place,Titusville,us/fl/titusville/3045columbiablvd/-66290238,16,16,Pizzoni's,32780,0,25,FL
3045 Columbia Blvd,Pizza Place,Titusville,us/fl/titusville/3045columbiablvd/-66290238,17,17,Pizzoni's,32780,0,25,FL
3045 Columbia Blvd,Pizza Place,Titusville,us/fl/titusville/3045columbiablvd/-66290238,16.5,16.5,Pizzoni's,32780,0,25,FL
3045 Columbia Blvd,Pizza Place,Titusville,us/fl/titusville/3045columbiablvd/-66290238,16,16,Pizzoni's,32780,0,25,FL
3045 Columbia Blvd,Pizza Place,Titusville,us/fl/titusville/3045columbiablvd/-66290238,15,15,Pizzoni's,32780,0,25,FL
3045 Columbia Blvd,Pizza Place,Titusville,us/fl/titusville/3045columbiablvd/-66290238,16,16,Pizzoni's,32780,0,25,FL
1132 W Taylor St,Pizza Place,Chicago,us/il/chicago/1132wtaylorst/1393138327,21.99,14.99,Sofia's Pizza,60607,0,25,IL
1132 W Taylor St,Pizza Place,Chicago,us/il/chicago/1132wtaylorst/1393138327,21.99,14.99,Sofia's Pizza,60607,0,25,IL
1132 W Taylor St,Pizza Place,Chicago,us/il/chicago/1132wtaylorst/1393138327,21.99,14.99,Sofia's Pizza,60607,0,25,IL
1132 W Taylor St,Pizza Place,Chicago,us/il/chicago/1132wtaylorst/1393138327,21.99,14.99,Sofia's Pizza,60607,0,25,IL
1132 W Taylor St,Pizza Place,Chicago,us/il/chicago/1132wtaylorst/1393138327,21.99,14.99,Sofia's Pizza,60607,0,25,IL
1132 W Taylor St,Pizza Place,Chicago,us/il/chicago/1132wtaylorst/1393138327,21.99,14.99,Sofia's Pizza,60607,0,25,IL
1132 W Taylor St,Pizza Place,Chicago,us/il/chicago/1132wtaylorst/1393138327,21.99,14.99,Sofia's Pizza,60607,0,25,IL
1132 W Taylor St,Pizza Place,Chicago,us/il/chicago/1132wtaylorst/1393138327,21.99,14.99,Sofia's Pizza,60607,0,25,IL
36 Main St,Pizza Place,Lockport,us/ny/lockport/36mainst/1114137535,12.99,12.99,Papa Leo's,14094,0,25,NY
36 Main St,Pizza Place,Lockport,us/ny/lockport/36mainst/1114137535,1.94,1.94,Papa Leo's,14094,0,25,NY
36 Main St,Pizza Place,Lockport,us/ny/lockport/36mainst/1114137535,13.99,13.99,Papa Leo's,14094,0,25,NY
36 Main St,Pizza Place,Lockport,us/ny/lockport/36mainst/1114137535,12.99,12.99,Papa Leo's,14094,0,25,NY
36 Main St,Pizza Place,Lockport,us/ny/lockport/36mainst/1114137535,13.99,13.99,Papa Leo's,14094,0,25,NY
36 Main St,Pizza Place,Lockport,us/ny/lockport/36mainst/1114137535,14.99,14.99,Papa Leo's,14094,0,25,NY
25 Bell Rock Plz,"Pizza,Food and Beverage,Pizza Place",Sedona,us/az/sedona/25bellrockplz/109776493,20.95,20.95,Famous Pizza,86351,0,25,AZ
25 Bell Rock Plz,"Pizza,Food and Beverage,Pizza Place",Sedona,us/az/sedona/25bellrockplz/109776493,5.95,5.95,Famous Pizza,86351,0,25,AZ
25 Bell Rock Plz,"Pizza,Food and Beverage,Pizza Place",Sedona,us/az/sedona/25bellrockplz/109776493,20.95,20.95,Famous Pizza,86351,0,25,AZ
25 Bell Rock Plz,"Pizza,Food and Beverage,Pizza Place",Sedona,us/az/sedona/25bellrockplz/109776493,12.95,12.95,Famous Pizza,86351,0,25,AZ
25 Bell Rock Plz,"Pizza,Food and Beverage,Pizza Place",Sedona,us/az/sedona/25bellrockplz/109776493,4.95,4.95,Famous Pizza,86351,0,25,AZ
25 Bell Rock Plz,"Pizza,Food and Beverage,Pizza Place",Sedona,us/az/sedona/25bellrockplz/109776493,16.5,16.5,Famous Pizza,86351,0,25,AZ
1004 Willis Ave,Pizza Place,Albertson,us/ny/albertson/1004willisave/548621485,14.5,14.5,Vincents Italian Restaurant,11507,0,25,NY
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,23.99,16.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,23.99,16.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,17.99,17.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,20.99,14.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,21.99,15.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,21.99,15.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,23.99,16.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,23.99,16.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,12.99,12.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,20.99,14.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,23.99,16.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,22.99,16.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,20.99,14.99,Pizza Ragazzi,98105,0,25,WA
5201 University Way NE,"Pizza,Pizza Place,Restaurants,Italian Restaurants",Seattle,us/wa/seattle/5201universitywayne/425351096,19.99,13.99,Pizza Ragazzi,98105,0,25,WA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.95,9.95,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.25,9.25,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.75,9.75,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.75,9.75,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.75,9.75,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.25,9.25,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.75,9.75,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.75,9.75,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,5.95,5.95,Umberto's Pasta & Pizza,22602,0,25,VA
170 Delco Plz,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Winchester,us/va/winchester/170delcoplz/968422682,9.75,9.75,Umberto's Pasta & Pizza,22602,0,25,VA
40 Marrows Rd,Pizza Place,Newark,us/de/newark/40marrowsrd/656590067,2,2,Pat's Pizza Family Restaurant (Pat'sPFR),19713,0,25,DE
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,6.25,6.25,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,13.25,13.25,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,6.6,6.6,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,15.25,15.25,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,8.5,8.5,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,13.5,13.5,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,13.25,13.25,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,6.95,6.95,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,11.5,11.5,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,6.5,6.5,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,6.25,6.25,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,10.75,10.75,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,4.5,4.5,Julio's Pizzeria,19030,0,25,PA
515 S Oxford Valley Rd,Pizza Place,Fairless Hills,us/pa/fairlesshills/515soxfordvalleyrd/1528067306,11.5,11.5,Julio's Pizzeria,19030,0,25,PA
1600 Altamont Ave,"Restaurant,Pizza Place",Schenectady,us/ny/schenectady/1600altamontave/-1513570604,13,5.25,Cusato's Pizzeria & Deli,12303,0,25,NY
2530 W Market St,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",York,us/pa/york/2530wmarketst/-79846487,6.25,6.25,Genova's,17404,25,40,PA
2530 W Market St,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",York,us/pa/york/2530wmarketst/-79846487,8.5,8.5,Genova's,17404,25,40,PA
2530 W Market St,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",York,us/pa/york/2530wmarketst/-79846487,0.5,0.5,Genova's,17404,25,40,PA
218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/218marketst/-1287819806,3.75,3.75,Big Ass Slices,19106,0,25,PA
218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/218marketst/-1287819806,3.75,3.75,Big Ass Slices,19106,0,25,PA
218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/218marketst/-1287819806,4.25,4.25,Big Ass Slices,19106,0,25,PA
218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/218marketst/-1287819806,4.75,4.75,Big Ass Slices,19106,0,25,PA
218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/218marketst/-1287819806,4.25,4.25,Big Ass Slices,19106,0,25,PA
218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/218marketst/-1287819806,7.5,7.5,Big Ass Slices,19106,0,25,PA
218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/218marketst/-1287819806,4.25,4.25,Big Ass Slices,19106,0,25,PA
218 Market St,"Pizza,Restaurant,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/218marketst/-1287819806,4.25,4.25,Big Ass Slices,19106,0,25,PA
430 SR436,"Restaurant,Pizza Place",Casselberry,us/fl/casselberry/430sr436/-874863116,6.35,6.35,Hungry Howie's Pizza,32707,0,25,FL
430 SR436,"Restaurant,Pizza Place",Casselberry,us/fl/casselberry/430sr436/-874863116,4.59,4.59,Hungry Howie's Pizza,32707,0,25,FL
430 SR436,"Restaurant,Pizza Place",Casselberry,us/fl/casselberry/430sr436/-874863116,10.95,10.95,Hungry Howie's Pizza,32707,0,25,FL
430 SR436,"Restaurant,Pizza Place",Casselberry,us/fl/casselberry/430sr436/-874863116,5,5,Hungry Howie's Pizza,32707,0,25,FL
430 SR436,"Restaurant,Pizza Place",Casselberry,us/fl/casselberry/430sr436/-874863116,0.9,0.9,Hungry Howie's Pizza,32707,0,25,FL
1560 Woodlane Dr,"Restaurant,Pizza Place",Saint Paul,us/mn/saintpaul/1560woodlanedr/55199082,7.95,7.95,Ronnallys Pizza,55125,0,25,MN
1560 Woodlane Dr,"Restaurant,Pizza Place",Saint Paul,us/mn/saintpaul/1560woodlanedr/55199082,11.5,11.5,Ronnallys Pizza,55125,0,25,MN
1560 Woodlane Dr,"Restaurant,Pizza Place",Saint Paul,us/mn/saintpaul/1560woodlanedr/55199082,6.5,6.5,Ronnallys Pizza,55125,0,25,MN
104 Main St SW,Pizza Place,Gainesville,us/ga/gainesville/104mainstsw/1739241181,19.99,13.49,Atlas Pizza,30501,0,25,GA
3620 Route 378,Pizza Place,Bethlehem,us/pa/bethlehem/3620route378/109805846,7.99,6.25,Mario's Pizza Cafe,18015,0,25,PA
3620 Route 378,Pizza Place,Bethlehem,us/pa/bethlehem/3620route378/109805846,1.65,1.65,Mario's Pizza Cafe,18015,0,25,PA
3620 Route 378,Pizza Place,Bethlehem,us/pa/bethlehem/3620route378/109805846,1.65,1.65,Mario's Pizza Cafe,18015,0,25,PA
3620 Route 378,Pizza Place,Bethlehem,us/pa/bethlehem/3620route378/109805846,5.5,5.5,Mario's Pizza Cafe,18015,0,25,PA
3620 Route 378,Pizza Place,Bethlehem,us/pa/bethlehem/3620route378/109805846,17.99,17.99,Mario's Pizza Cafe,18015,0,25,PA
3620 Route 378,Pizza Place,Bethlehem,us/pa/bethlehem/3620route378/109805846,3.75,3.75,Mario's Pizza Cafe,18015,0,25,PA
3620 Route 378,Pizza Place,Bethlehem,us/pa/bethlehem/3620route378/109805846,16.99,15.99,Mario's Pizza Cafe,18015,0,25,PA
131 S Michigan St,"Restaurant,wich Place,Pizza Place",South Bend,us/in/southbend/131smichiganst/-545402545,13.9,13.9,Bruno's Pizza Downtown,46601,0,25,IN
131 S Michigan St,"Restaurant,wich Place,Pizza Place",South Bend,us/in/southbend/131smichiganst/-545402545,13.9,13.9,Bruno's Pizza Downtown,46601,0,25,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,15.5,15.5,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,3,3,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,20.5,20.5,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,17.25,17.25,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,21.95,21.95,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,17.25,17.25,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,25.25,25.25,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,19,19,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,2.75,2.75,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,19.5,19.5,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,17.25,17.25,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,9.5,9.5,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,19,19,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,9,9,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,17.25,17.25,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,20.5,20.5,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,28.5,28.5,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,9.75,9.75,Polito's Pizzeria,46615,25,40,IN
401 N Hickory Rd,"Restaurant,Pizza Place",South Bend,us/in/southbend/401nhickoryrd/9135386,17.5,17.5,Polito's Pizzeria,46615,25,40,IN
6826 E Apple Ave,Pizza Place,Muskegon,us/mi/muskegon/6826eappleave/-1506934477,5.8,5.8,Mr. Scribs (Apple Ave.),49442,0,25,MI
41539 Kalmia St,Pizza Place,Murrieta,us/ca/murrieta/41539kalmiast/613009433,5.5,5.5,Bob's Murrieta Pizza Co.,92562,0,25,CA
41539 Kalmia St,Pizza Place,Murrieta,us/ca/murrieta/41539kalmiast/613009433,5.5,5.5,Bob's Murrieta Pizza Co.,92562,0,25,CA
41539 Kalmia St,Pizza Place,Murrieta,us/ca/murrieta/41539kalmiast/613009433,7,7,Bob's Murrieta Pizza Co.,92562,0,25,CA
3406 Mcfarlin Blvd,"Pizza,Restaurant,Italian,Pizza Place,Greek",Dallas,us/tx/dallas/3406mcfarlinblvd/-1640548851,16,16,Olivella's,75205,25,40,TX
3406 Mcfarlin Blvd,"Pizza,Restaurant,Italian,Pizza Place,Greek",Dallas,us/tx/dallas/3406mcfarlinblvd/-1640548851,22,22,Olivella's,75205,25,40,TX
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,13.95,13.95,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,12.45,12.45,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,6.95,6.95,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,13.95,13.95,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,12.75,12.75,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,12.45,12.45,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,14.45,14.45,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,7.75,7.75,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,12.45,12.45,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,12.45,12.45,D'agostino's,60171,0,25,IL
3131 Thatcher Ave,"Restaurant,Pizza Place",River Grove,us/il/rivergrove/3131thatcherave/551311887,12.45,12.45,D'agostino's,60171,0,25,IL
305 NW 85th St,"Pizza,Restaurant,Italian restaurants,Pizza Place,Restaurants",Seattle,us/wa/seattle/305nw85thst/-239826362,0.25,0.25,Stacia's Gourmet Pizza and Pasta,98117,0,25,WA
3457 Holdrege St,Pizza Place,Lincoln,us/ne/lincoln/3457holdregest/-1479614743,11.29,11.29,Valentino's Grand Italian Buffet,68503,0,25,NE
3457 Holdrege St,Pizza Place,Lincoln,us/ne/lincoln/3457holdregest/-1479614743,17.39,17.39,Valentino's Grand Italian Buffet,68503,0,25,NE
759 E Main St,"Restaurant,Pizza Place",Mount Joy,us/pa/mountjoy/759emainst/-680376854,7.99,7.99,DiMaria's Pizza & Italian Kitchen,17552,0,25,PA
759 E Main St,"Restaurant,Pizza Place",Mount Joy,us/pa/mountjoy/759emainst/-680376854,6.99,6.99,DiMaria's Pizza & Italian Kitchen,17552,0,25,PA
759 E Main St,"Restaurant,Pizza Place",Mount Joy,us/pa/mountjoy/759emainst/-680376854,19.99,19.99,DiMaria's Pizza & Italian Kitchen,17552,0,25,PA
759 E Main St,"Restaurant,Pizza Place",Mount Joy,us/pa/mountjoy/759emainst/-680376854,8.25,8.25,DiMaria's Pizza & Italian Kitchen,17552,0,25,PA
759 E Main St,"Restaurant,Pizza Place",Mount Joy,us/pa/mountjoy/759emainst/-680376854,10.99,10.99,DiMaria's Pizza & Italian Kitchen,17552,0,25,PA
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,13.99,13.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,16.99,16.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,2,2,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,25.99,25.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,29.99,29.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,16.99,16.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,19.99,19.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,16.99,16.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,16.25,16.25,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,13.99,13.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,22.75,22.75,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,19.99,19.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,16.99,16.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,29.99,29.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,13.99,13.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,29.99,29.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,16.99,16.99,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,22.75,22.75,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,7.59,5.29,Butera's,14075,0,25,NY
32 Main St,Pizza Place,Hamburg,us/ny/hamburg/32mainst/240908192,11.99,11.99,Butera's,14075,0,25,NY
