address,categories,city,keys,menus.amountMax,menus.amountMin,name,postalCode,priceRangeMin,priceRangeMax,province
4203 E Kiehl Ave,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Sherwood,us/ar/sherwood/4203ekiehlave/-1051391616,7.98,7.98,Shotgun Dans Pizza,72120,0,25,AR
25 E Camelback Rd,"Pizza,Pizza Place,Restaurants",Phoenix,us/az/phoenix/25ecamelbackrd/-727422936,6,6,Sauce Pizza Wine,85012,0,25,AZ
3703 Paxton Ave,"Restaurant,Pizza Place,Restaurants",Cincinnati,us/oh/cincinnati/3703paxtonave/-619797122,6.49,6.49,Mios Pizzeria,45209,0,25,OH
30495 John R Rd,"Pizza,Carry-out food,Pizza Place,Restaurants",Madison Heights,us/mi/madisonheights/30495johnrrd/-874863116,5.99,5.99,Hungry Howies Pizza,48071,25,40,MI
3600 Eastern Ave,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",Baltimore,us/md/baltimore/3600easternave/-1270965359,5.49,5.49,Spartan Pizzeria,21224,0,25,MD
3600 Eastern Ave,"Pizza,American restaurants,Pizza Place,Pizza equipment and supplies,Restaurants",Baltimore,us/md/baltimore/3600easternave/-1270965359,10.99,10.99,Spartan Pizzeria,21224,0,25,MD
1834 Euclid Ave,Pizza Place,Berkeley,us/ca/berkeley/1834euclidave/-1109825433,4.99,4.99,La Vals,94709,0,25,CA
1834 Euclid Ave,Pizza Place,Berkeley,us/ca/berkeley/1834euclidave/-1109825433,5.39,5.39,La Vals,94709,0,25,CA
4819 Kerry Forest Pkwy,Pizza Place,Tallahassee,us/fl/tallahassee/4819kerryforestpkwy/879863405,2.5,2.5,Brickyard Pizza,32309,0,25,FL
4819 Kerry Forest Pkwy,Pizza Place,Tallahassee,us/fl/tallahassee/4819kerryforestpkwy/879863405,11.99,11.99,Brickyard Pizza,32309,0,25,FL
4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Grand Rapids,us/mi/grandrapids/406128thstse/-255474861,7.43,7.43,Carrabbas Italian Grill,49512,25,40,MI
4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Grand Rapids,us/mi/grandrapids/406128thstse/-255474861,18.21,18.21,Carrabbas Italian Grill,49512,25,40,MI
4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Grand Rapids,us/mi/grandrapids/406128thstse/-255474861,15.92,15.92,Carrabbas Italian Grill,49512,25,40,MI
4061 28th St SE,"Restaurant,Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Grand Rapids,us/mi/grandrapids/406128thstse/-255474861,7.43,7.43,Carrabbas Italian Grill,49512,25,40,MI
146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Glendora,us/ca/glendora/146nglendoraave/-1511428239,22,22,Domenicos Jr,91741,0,25,CA
146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Glendora,us/ca/glendora/146nglendoraave/-1511428239,11.5,11.5,Domenicos Jr,91741,0,25,CA
146 N Glendora Ave,"Pizza,Restaurant,Pizza Place",Glendora,us/ca/glendora/146nglendoraave/-1511428239,7,7,Domenicos Jr,91741,0,25,CA
965 N Resler Dr,"Restaurant,Pizza Place,Restaurants",El Paso,us/tx/elpaso/965nreslerdr/1770159848,5,5,Little Caesars Pizza,79912,0,25,TX
8111 Rowlock Way,"Pizza,Restaurant,Pizza Place,Restaurants",Raleigh,us/nc/raleigh/8111rowlockway/1763694843,11.99,11.99,Tonys Pizza,27613,0,25,NC
4111 Main St,"Pizza,American restaurants,Pizza Place,Restaurants",Philadelphia,us/pa/philadelphia/4111mainst/-404553877,4.5,4.5,Mikes Pizza,19127,0,25,PA
4024 Canal St,Pizza Place,New Orleans,us/la/neworleans/4024canalst/1763771589,12.25,12.25,Theos Neighborhood Pizza,70119,25,40,LA
4024 Canal St,Pizza Place,New Orleans,us/la/neworleans/4024canalst/1763771589,12.25,12.25,Theos Neighborhood Pizza,70119,25,40,LA
4024 Canal St,Pizza Place,New Orleans,us/la/neworleans/4024canalst/1763771589,13.5,13.5,Theos Neighborhood Pizza,70119,25,40,LA
1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",DeLand,us/fl/deland/1584nwoodlandblvd/-874863116,4.89,4.89,Hungry Howies Pizza,32720,0,25,FL
1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",DeLand,us/fl/deland/1584nwoodlandblvd/-874863116,6.99,6.99,Hungry Howies Pizza,32720,0,25,FL
1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",DeLand,us/fl/deland/1584nwoodlandblvd/-874863116,19.99,19.99,Hungry Howies Pizza,32720,0,25,FL
1584 N Woodland Blvd,"Restaurant,Pizza Place,Restaurants",DeLand,us/fl/deland/1584nwoodlandblvd/-874863116,5,5,Hungry Howies Pizza,32720,0,25,FL
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,11.75,11.75,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,3.75,3.75,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,3.5,3.5,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,19.25,19.25,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,16.95,16.95,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,12.5,12.5,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,17.75,17.75,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,11.75,11.75,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,12.5,12.5,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,13.75,13.75,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,18.75,18.75,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,12,12,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,18.95,18.95,Salvos Pizzabar,10075,25,40,NY
1477 York Ave,"Restaurant,Pizza Place Upper East Side,Pizza Place",New York,us/ny/newyork/1477yorkave/960433863,19.75,19.75,Salvos Pizzabar,10075,25,40,NY
9600 San Jose Blvd,"Restaurant,Pizza Place",Jacksonville,us/fl/jacksonville/9600sanjoseblvd/1770159848,7.99,7.99,Little Caesars Pizza,32257,0,25,FL
45490 Ford Rd,"Indian Restaurant,Pizza Place",Canton,us/mi/canton/45490fordrd/-1610211871,7.99,7.99,Curry on Crust,48187,0,25,MI
45490 Ford Rd,"Indian Restaurant,Pizza Place",Canton,us/mi/canton/45490fordrd/-1610211871,7.99,7.99,Curry on Crust,48187,0,25,MI
45490 Ford Rd,"Indian Restaurant,Pizza Place",Canton,us/mi/canton/45490fordrd/-1610211871,7.99,7.99,Curry on Crust,48187,0,25,MI
45490 Ford Rd,"Indian Restaurant,Pizza Place",Canton,us/mi/canton/45490fordrd/-1610211871,7.99,7.99,Curry on Crust,48187,0,25,MI
45490 Ford Rd,"Indian Restaurant,Pizza Place",Canton,us/mi/canton/45490fordrd/-1610211871,7.99,7.99,Curry on Crust,48187,0,25,MI
45490 Ford Rd,"Indian Restaurant,Pizza Place",Canton,us/mi/canton/45490fordrd/-1610211871,7.99,7.99,Curry on Crust,48187,0,25,MI
45490 Ford Rd,"Indian Restaurant,Pizza Place",Canton,us/mi/canton/45490fordrd/-1610211871,7.99,7.99,Curry on Crust,48187,0,25,MI
45490 Ford Rd,"Indian Restaurant,Pizza Place",Canton,us/mi/canton/45490fordrd/-1610211871,7.99,7.99,Curry on Crust,48187,0,25,MI
1253 Jacklin Rd,"Pizza,Restaurant,Karaoke,Pizza Place,Restaurants",Milpitas,us/ca/milpitas/1253jacklinrd/-66718653,9.2,9.2,Pizza Box,95035,0,25,CA
786 Main St,"Restaurant,Pizza Place,Restaurants",Poughkeepsie,us/ny/poughkeepsie/786mainst/1898246848,4.99,4.99,Tonys Pizza Pit,12603,0,25,NY
786 Main St,"Restaurant,Pizza Place,Restaurants",Poughkeepsie,us/ny/poughkeepsie/786mainst/1898246848,18.99,18.99,Tonys Pizza Pit,12603,0,25,NY
786 Main St,"Restaurant,Pizza Place,Restaurants",Poughkeepsie,us/ny/poughkeepsie/786mainst/1898246848,18.99,18.99,Tonys Pizza Pit,12603,0,25,NY
786 Main St,"Restaurant,Pizza Place,Restaurants",Poughkeepsie,us/ny/poughkeepsie/786mainst/1898246848,10.99,10.99,Tonys Pizza Pit,12603,0,25,NY
786 Main St,"Restaurant,Pizza Place,Restaurants",Poughkeepsie,us/ny/poughkeepsie/786mainst/1898246848,19.99,19.99,Tonys Pizza Pit,12603,0,25,NY
786 Main St,"Restaurant,Pizza Place,Restaurants",Poughkeepsie,us/ny/poughkeepsie/786mainst/1898246848,1.99,1.99,Tonys Pizza Pit,12603,0,25,NY
2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Arlington,us/tx/arlington/2221browningdr/1023837469,6.95,6.95,Italy Pizza Pasta Subs,76010,25,40,TX
2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Arlington,us/tx/arlington/2221browningdr/1023837469,12.95,12.95,Italy Pizza Pasta Subs,76010,25,40,TX
2221 Browning Dr,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Arlington,us/tx/arlington/2221browningdr/1023837469,1,1,Italy Pizza Pasta Subs,76010,25,40,TX
150 N Pantano Rd,Pizza Place,Tucson,us/az/tucson/150npantanord/-874863116,8.99,8.99,Hungry Howies Pizza,85710,25,40,AZ
150 N Pantano Rd,Pizza Place,Tucson,us/az/tucson/150npantanord/-874863116,11.99,11.99,Hungry Howies Pizza,85710,25,40,AZ
150 N Pantano Rd,Pizza Place,Tucson,us/az/tucson/150npantanord/-874863116,8.99,8.99,Hungry Howies Pizza,85710,25,40,AZ
150 N Pantano Rd,Pizza Place,Tucson,us/az/tucson/150npantanord/-874863116,11.99,11.99,Hungry Howies Pizza,85710,25,40,AZ
150 N Pantano Rd,Pizza Place,Tucson,us/az/tucson/150npantanord/-874863116,8.49,8.49,Hungry Howies Pizza,85710,25,40,AZ
150 N Pantano Rd,Pizza Place,Tucson,us/az/tucson/150npantanord/-874863116,11.99,11.99,Hungry Howies Pizza,85710,25,40,AZ
150 N Pantano Rd,Pizza Place,Tucson,us/az/tucson/150npantanord/-874863116,5.99,5.99,Hungry Howies Pizza,85710,25,40,AZ
150 N Pantano Rd,Pizza Place,Tucson,us/az/tucson/150npantanord/-874863116,7.99,7.99,Hungry Howies Pizza,85710,25,40,AZ
1250 Gen. Washington Blvd.,"Italian Restaurant,Pizza Place",Washington Crossing,us/pa/washingtoncrossing/1250gen.washingtonblvd./-1256009802,17,17,Dominicks Pizzeria Italian Restaurant,18977,0,25,PA
1250 Gen. Washington Blvd.,"Italian Restaurant,Pizza Place",Washington Crossing,us/pa/washingtoncrossing/1250gen.washingtonblvd./-1256009802,21,21,Dominicks Pizzeria Italian Restaurant,18977,0,25,PA
3860 N Long Lake Rd,Pizza Place,Traverse City,us/mi/traversecity/3860nlonglakerd/206725212,10.49,10.49,Thats a Pizza,49684,0,25,MI
3860 N Long Lake Rd,Pizza Place,Traverse City,us/mi/traversecity/3860nlonglakerd/206725212,4.85,4.85,Thats a Pizza,49684,0,25,MI
1612 Franklin St,"Restaurant,Pizza Place,Restaurants",Michigan City,us/in/michigancity/1612franklinst/-900142234,12.05,12.05,Albanos Villa,46360,0,25,IN
1612 Franklin St,"Restaurant,Pizza Place,Restaurants",Michigan City,us/in/michigancity/1612franklinst/-900142234,1.75,1.75,Albanos Villa,46360,0,25,IN
1237 Greeley Ave,"American Restaurant,Pizza Place",Warminster,us/pa/warminster/1237greeleyave/-1002138912,12.99,12.99,Tonys Place Bar and Grille,18974,25,40,PA
1237 Greeley Ave,"American Restaurant,Pizza Place",Warminster,us/pa/warminster/1237greeleyave/-1002138912,9.25,9.25,Tonys Place Bar and Grille,18974,25,40,PA
1237 Greeley Ave,"American Restaurant,Pizza Place",Warminster,us/pa/warminster/1237greeleyave/-1002138912,5.95,5.95,Tonys Place Bar and Grille,18974,25,40,PA
121 E Seneca St,"Pizza,Pizza Place,Restaurants",Sherrill,us/ny/sherrill/121esenecast/118894484,1.5,1.5,Sherrill New York Pizzeria,13461,0,25,NY
1321 E Colorado St,Pizza Place,Glendale,us/ca/glendale/1321ecoloradost/-66718652,12,12,Pizza Boy,91205,0,25,CA
550 Grant St,"Pizza,Restaurant,Pizza Place",Denver,us/co/denver/550grantst/273941150,19.99,19.99,Cosmos Pizza,80203,0,25,CO
550 Grant St,"Pizza,Restaurant,Pizza Place",Denver,us/co/denver/550grantst/273941150,11.99,11.99,Cosmos Pizza,80203,0,25,CO
22 Newbridge Rd,"Pizza,Restaurant,Italian Restaurant,Pizza Place,Restaurants",Hicksville,us/ny/hicksville/22newbridgerd/-419087985,1.75,1.75,Piazza Pizza,11801,0,25,NY
3348 Genesee St,Pizza Place,Buffalo,us/ny/buffalo/3348geneseest/1670701308,22.49,22.49,Macys Place Pizzeria,14225,0,25,NY
3348 Genesee St,Pizza Place,Buffalo,us/ny/buffalo/3348geneseest/1670701308,22.49,22.49,Macys Place Pizzeria,14225,0,25,NY
3348 Genesee St,Pizza Place,Buffalo,us/ny/buffalo/3348geneseest/1670701308,7.99,5.49,Macys Place Pizzeria,14225,0,25,NY
3348 Genesee St,Pizza Place,Buffalo,us/ny/buffalo/3348geneseest/1670701308,4.99,4.99,Macys Place Pizzeria,14225,0,25,NY
3348 Genesee St,Pizza Place,Buffalo,us/ny/buffalo/3348geneseest/1670701308,32.99,12.99,Macys Place Pizzeria,14225,0,25,NY
3348 Genesee St,Pizza Place,Buffalo,us/ny/buffalo/3348geneseest/1670701308,11.99,4.99,Macys Place Pizzeria,14225,0,25,NY
3348 Genesee St,Pizza Place,Buffalo,us/ny/buffalo/3348geneseest/1670701308,15.99,15.99,Macys Place Pizzeria,14225,0,25,NY
3348 Genesee St,Pizza Place,Buffalo,us/ny/buffalo/3348geneseest/1670701308,17.99,17.99,Macys Place Pizzeria,14225,0,25,NY
8110 W Union Hills Dr,"Pizza,Restaurant,Fast Food,Pizza Place",Glendale,us/az/glendale/8110wunionhillsdr/-2031720203,16.99,16.99,Arizona Pizza Company,85308,0,25,AZ
8110 W Union Hills Dr,"Pizza,Restaurant,Fast Food,Pizza Place",Glendale,us/az/glendale/8110wunionhillsdr/-2031720203,4.29,4.29,Arizona Pizza Company,85308,0,25,AZ
90 S Main St,"Pizza,Restaurant,Pizza Place,Restaurants",Johnstown,us/oh/johnstown/90smainst/-2068272560,5.75,5.75,Pizzaburg,43031,0,30,OH
2345 E Centennial Pkwy,"Restaurant,Pizza Place",North Las Vegas,us/nv/northlasvegas/2345ecentennialpkwy/236494560,11.99,11.99,DeLucias Pizzeria,89081,0,25,NV
2345 E Centennial Pkwy,"Restaurant,Pizza Place",North Las Vegas,us/nv/northlasvegas/2345ecentennialpkwy/236494560,20.99,14.99,DeLucias Pizzeria,89081,0,25,NV
2345 E Centennial Pkwy,"Restaurant,Pizza Place",North Las Vegas,us/nv/northlasvegas/2345ecentennialpkwy/236494560,17.99,11.99,DeLucias Pizzeria,89081,0,25,NV
2345 E Centennial Pkwy,"Restaurant,Pizza Place",North Las Vegas,us/nv/northlasvegas/2345ecentennialpkwy/236494560,49.99,49.99,DeLucias Pizzeria,89081,0,25,NV
2345 E Centennial Pkwy,"Restaurant,Pizza Place",North Las Vegas,us/nv/northlasvegas/2345ecentennialpkwy/236494560,9.99,9.99,DeLucias Pizzeria,89081,0,25,NV
2345 E Centennial Pkwy,"Restaurant,Pizza Place",North Las Vegas,us/nv/northlasvegas/2345ecentennialpkwy/236494560,14.99,14.99,DeLucias Pizzeria,89081,0,25,NV
1260 Texas Ave Ste H,"Pizza,Restaurant,American restaurants,Pizza Place,Restaurants",Alexandria,us/la/alexandria/1260texasavesteh/-617173647,5,5,Wildwood Pizza,71301,0,25,LA
8977 N Scottsdale Rd,"Pizza Place,Pizza Place Resort Corridor",Paradise Valley,us/az/paradisevalley/8977nscottsdalerd/3446753,15.95,15.95,Pomo,85253,25,40,AZ
1608 W Friendly Ave,"Restaurant,Pizza Place Brice Street Area,Pizza Place",Greensboro,us/nc/greensboro/1608wfriendlyave/-874863116,6.99,6.99,Hungry Howies Pizza,27403,25,40,NC
1608 W Friendly Ave,"Restaurant,Pizza Place Brice Street Area,Pizza Place",Greensboro,us/nc/greensboro/1608wfriendlyave/-874863116,9.99,9.99,Hungry Howies Pizza,27403,25,40,NC
8381 Market St,Pizza Place,Youngstown,us/oh/youngstown/8381marketst/-697115922,8.99,8.99,Bruno Bros Pizza,44512,0,25,OH
8381 Market St,Pizza Place,Youngstown,us/oh/youngstown/8381marketst/-697115922,8.99,8.99,Bruno Bros Pizza,44512,0,25,OH
9135 W Sam Houston Pkwy N,Pizza Place,Houston,us/tx/houston/9135wsamhoustonpkwyn/1124576637,3.99,3.99,Milanos Pizzeria Italian Grill,77064,0,25,TX
4001 John Knox Dr,"Pizza Place,Restaurants",Abilene,us/tx/abilene/4001johnknoxdr/1045531984,4.99,4.99,DoubleDaves PizzaWorks,79606,0,25,TX
3414 W Union Hills Dr,"Pizza,Italian restaurants,Pizza Place,Restaurants",Phoenix,us/az/phoenix/3414wunionhillsdr/775330975,5.5,5.5,Ray's Pizza,85027,0,25,AZ
3414 W Union Hills Dr,"Pizza,Italian restaurants,Pizza Place,Restaurants",Phoenix,us/az/phoenix/3414wunionhillsdr/775330975,5.5,5.5,Ray's Pizza,85027,0,25,AZ
3414 W Union Hills Dr,"Pizza,Italian restaurants,Pizza Place,Restaurants",Phoenix,us/az/phoenix/3414wunionhillsdr/775330975,4.25,4.25,Ray's Pizza,85027,0,25,AZ
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,13,13,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,13,13,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,13,13,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,13,13,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,15,15,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,10,10,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,13,13,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,3,3,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,14,14,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,13,13,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,10,10,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,13,13,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,5,5,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,13,13,Papa Murphys,52240,0,25,IA
2300 Muscatine Ave,"Restaurant,Pizza Place",Iowa City,us/ia/iowacity/2300muscatineave/1112396794,11.5,11.5,Papa Murphys,52240,0,25,IA
5474 Central Florida Pkwy,"Italian Restaurant,Pizza Place",Orlando,us/fl/orlando/5474centralfloridapkwy/-1133935011,9.99,9.99,Famas Ristorante,32821,25,40,FL
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,14.95,14.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,12.95,12.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
9705 Mintworth Ave,"Italian Restaurant,Pizza Place,Italian Restaurant and Pizza Place",Charlotte,us/nc/charlotte/9705mintworthave/1502696362,13.95,13.95,Angelas Italian Restaurant,28227,0,25,NC
4914 30th Ave,"Italian Restaurant,Pizza Place",Woodside,us/ny/woodside/491430thave/1207600366,21.99,21.99,Mama Carmelas Pizza,11377,25,40,NY
4914 30th Ave,"Italian Restaurant,Pizza Place",Woodside,us/ny/woodside/491430thave/1207600366,15.75,15.75,Mama Carmelas Pizza,11377,25,40,NY
4914 30th Ave,"Italian Restaurant,Pizza Place",Woodside,us/ny/woodside/491430thave/1207600366,17.99,17.99,Mama Carmelas Pizza,11377,25,40,NY
4914 30th Ave,"Italian Restaurant,Pizza Place",Woodside,us/ny/woodside/491430thave/1207600366,17.99,17.99,Mama Carmelas Pizza,11377,25,40,NY
4914 30th Ave,"Italian Restaurant,Pizza Place",Woodside,us/ny/woodside/491430thave/1207600366,16.99,16.99,Mama Carmelas Pizza,11377,25,40,NY
4914 30th Ave,"Italian Restaurant,Pizza Place",Woodside,us/ny/woodside/491430thave/1207600366,17.99,17.99,Mama Carmelas Pizza,11377,25,40,NY
4914 30th Ave,"Italian Restaurant,Pizza Place",Woodside,us/ny/woodside/491430thave/1207600366,17.99,17.99,Mama Carmelas Pizza,11377,25,40,NY
4914 30th Ave,"Italian Restaurant,Pizza Place",Woodside,us/ny/woodside/491430thave/1207600366,17.99,17.99,Mama Carmelas Pizza,11377,25,40,NY
346 S Santa Fe Ave,"Restaurant,Pizza Place",Edmond,us/ok/edmond/346ssantafeave/-649029277,20.99,20.99,Stars Stripes Pizza,73003,0,25,OK
346 S Santa Fe Ave,"Restaurant,Pizza Place",Edmond,us/ok/edmond/346ssantafeave/-649029277,16.99,16.99,Stars Stripes Pizza,73003,0,25,OK
346 S Santa Fe Ave,"Restaurant,Pizza Place",Edmond,us/ok/edmond/346ssantafeave/-649029277,18.99,18.99,Stars Stripes Pizza,73003,0,25,OK
181 E Broadway,"Restaurant,Pizza Place",New York,us/ny/newyork/181ebroadway/-267048290,16,16,East Broadway Pizza,10002,0,25,NY
607 Merrick Rd,Pizza Place,Rockville Centre,us/ny/rockvillecentre/607merrickrd/1345236744,16.25,16.25,Bonbinos Pizzeria,11570,0,25,NY
607 Merrick Rd,Pizza Place,Rockville Centre,us/ny/rockvillecentre/607merrickrd/1345236744,18.25,18.25,Bonbinos Pizzeria,11570,0,25,NY
607 Merrick Rd,Pizza Place,Rockville Centre,us/ny/rockvillecentre/607merrickrd/1345236744,24,24,Bonbinos Pizzeria,11570,0,25,NY
154 Church Steet,Pizza Place,New York,us/ny/newyork/154churchsteet/831411592,2.5,2.5,Dona Bella Pizza,10007,0,25,NY
154 Church Steet,Pizza Place,New York,us/ny/newyork/154churchsteet/831411592,16,16,Dona Bella Pizza,10007,0,25,NY
471 Pinetown Rd,Pizza Place,Fort Washington,us/pa/fortwashington/471pinetownrd/124117769,6.99,6.99,Lucianis Brick Oven Pizzeria,19034,0,25,PA
471 Pinetown Rd,Pizza Place,Fort Washington,us/pa/fortwashington/471pinetownrd/124117769,3.99,3.99,Lucianis Brick Oven Pizzeria,19034,0,25,PA
471 Pinetown Rd,Pizza Place,Fort Washington,us/pa/fortwashington/471pinetownrd/124117769,12.99,12.99,Lucianis Brick Oven Pizzeria,19034,0,25,PA
471 Pinetown Rd,Pizza Place,Fort Washington,us/pa/fortwashington/471pinetownrd/124117769,4.59,4.59,Lucianis Brick Oven Pizzeria,19034,0,25,PA
285 E Alessandro Blvd,"Pizza,Italian Restaurant,Restaurant,Pizza Place,Restaurants",Riverside,us/ca/riverside/285ealessandroblvd/-108989273,21.95,14.45,Romanos Chicago Pizzeria,92508,0,25,CA
